year,half,school_kind,estb,school_division,region,status,school_code_std,school_name,student_quota,recruitment_suspension,enrolled_total,enrolled_within,enrolled_outside,fill_rate,fill_rate_within,uploaded_at
2024,하반기,대학교,사립,,부산,기존,0000107,동의대학교,14401,0,13567,12086,1481,94.2,83.9,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,부산,기존,0000107,동의대학교,14320,0,14302,12684,1618,99.9,88.6,2026-08-07T09:07:29.509Z
2024,하반기,사이버대학(대학),사립,,서울,기존,0000330,디지털서울문화예술대학교,3630,0,2640,2233,407,72.7,61.5,2026-08-07T09:07:29.509Z
2025,상반기,사이버대학(대학),사립,,서울,기존,0000330,디지털서울문화예술대학교,3530,0,2854,2444,410,80.8,69.2,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000108,루터대학교,340,0,303,296,7,89.1,87.1,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000108,루터대학교,340,0,300,295,5,88.2,86.8,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000109,명지대학교,5416,0,5566,4987,579,102.8,92.1,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000109,명지대학교,5283,0,5741,5264,477,108.7,99.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000111,명지대학교_제2캠퍼스,5052,1,6773,4443,2330,134.1,88,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000111,명지대학교_제2캠퍼스,5052,0,7530,5033,2497,149,99.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,대전,기존,0000112,목원대학교,7301,0,6504,5948,556,89.1,81.5,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,대전,기존,0000112,목원대학교,7322,92,7390,6688,702,102.2,92.5,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,전남,기존,0000221,목포가톨릭대학교,480,0,470,443,27,97.9,92.3,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,전남,기존,0000221,목포가톨릭대학교,480,0,463,434,29,96.5,90.4,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,대전,기존,0000113,배재대학교,7759,0,6775,6262,513,87.3,80.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,대전,기존,0000113,배재대학교,7503,0,7344,6708,636,97.9,89.4,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,충남,기존,0000178,백석대학교,11760,0,10970,9876,1094,93.3,84,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,충남,기존,0000178,백석대학교,11460,0,11574,10430,1144,101,91,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,부산,기존,0000114,부산가톨릭대학교,3055,0,3432,2716,716,112.3,88.9,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,부산,기존,0000114,부산가톨릭대학교,2836,0,3449,2706,743,121.6,95.4,2026-08-07T09:07:29.509Z
2024,하반기,교육대학,국립,,부산,기존,0000254,부산교육대학교,1424,0,1350,1238,112,94.8,86.9,2026-08-07T09:07:29.509Z
2025,상반기,교육대학,국립,,부산,기존,0000254,부산교육대학교,1381,0,1368,1252,116,99.1,90.7,2026-08-07T09:07:29.509Z
2024,하반기,대학교,국립,,부산,기존,0000014,부산대학교,17434,0,17350,15633,1717,99.5,89.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,국립,,부산,기존,0000014,부산대학교,17645,0,19900,18091,1809,112.8,102.5,2026-08-07T09:07:29.509Z
2024,하반기,사이버대학(대학),사립,,부산,기존,0000321,부산디지털대학교,2800,0,2332,2095,237,83.3,74.8,2026-08-07T09:07:29.509Z
2025,상반기,사이버대학(대학),사립,,부산,기존,0000321,부산디지털대학교,2780,0,2859,2511,348,102.8,90.3,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,부산,기존,0000115,부산외국어대학교,6413,0,5974,5159,815,93.2,80.4,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,부산,기존,0000115,부산외국어대학교,6070,0,6471,5524,947,106.6,91,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경남,기존,0000222,부산장신대학교,128,0,108,106,2,84.4,82.8,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경남,기존,0000222,부산장신대학교,128,0,125,124,1,97.7,96.9,2026-08-07T09:07:29.509Z
2024,하반기,사이버대학(대학),사립,,서울,기존,0000332,사이버한국외국어대학교,4790,0,5963,4263,1700,124.5,89,2026-08-07T09:07:29.509Z
2025,상반기,사이버대학(대학),사립,,서울,기존,0000332,사이버한국외국어대학교,4940,0,6390,4674,1716,129.4,94.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000116,삼육대학교,4623,0,4813,4299,514,104.1,93,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000116,삼육대학교,4628,0,5268,4648,620,113.8,100.4,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000117,상명대학교,5439,0,5545,4691,854,101.9,86.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000117,상명대학교,5362,0,6267,5364,903,116.9,100,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,충남,기존,0002959,상명대학교_제2캠퍼스,5406,0,5126,4716,410,94.8,87.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,충남,기존,0002959,상명대학교_제2캠퍼스,5384,0,5517,5101,416,102.5,94.7,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,강원,기존,0000119,상지대학교,7802,0,5553,5127,426,71.2,65.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,강원,기존,0000119,상지대학교,7078,0,5722,5344,378,80.8,75.5,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000120,서강대학교,6352,0,7448,5802,1646,117.3,91.3,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000120,서강대학교,6380,0,8429,6566,1863,132.1,102.9,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000121,서경대학교,5156,0,6223,4550,1673,120.7,88.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000121,서경대학교,5196,0,6864,5067,1797,132.1,97.5,2026-08-07T09:07:29.509Z
2024,하반기,대학교,국립,,서울,기존,0000036,서울과학기술대학교,8662,0,9303,7873,1430,107.4,90.9,2026-08-07T09:07:29.509Z
2025,상반기,대학교,국립,,서울,기존,0000036,서울과학기술대학교,8764,0,10444,8849,1595,119.2,101,2026-08-07T09:07:29.509Z
2024,하반기,교육대학,국립,,서울,기존,0000255,서울교육대학교,1420,0,1236,1104,132,87,77.7,2026-08-07T09:07:29.509Z
2025,상반기,교육대학,국립,,서울,기존,0000255,서울교육대학교,1377,0,1285,1157,128,93.3,84,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000098,서울기독대학교,544,0,1031,372,659,189.5,68.4,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000098,서울기독대학교,544,7,1279,440,839,238.2,81.9,2026-08-07T09:07:29.509Z
2024,하반기,대학교,국립대법인,,서울,기존,0000019,서울대학교,13543,0,15229,13584,1645,112.4,100.3,2026-08-07T09:07:29.509Z
2025,상반기,대학교,국립대법인,,서울,기존,0000019,서울대학교,13766,0,17279,15524,1755,125.5,112.8,2026-08-07T09:07:29.509Z
2024,하반기,사이버대학(대학),사립,,서울,기존,0000322,서울디지털대학교,9750,0,10412,6698,3714,106.8,68.7,2026-08-07T09:07:29.509Z
2025,상반기,사이버대학(대학),사립,,서울,기존,0000322,서울디지털대학교,9250,0,11052,7215,3837,119.5,78,2026-08-07T09:07:29.509Z
2024,하반기,사이버대학(대학),사립,,서울,기존,0000323,서울사이버대학교,10660,0,14495,8840,5655,136,82.9,2026-08-07T09:07:29.509Z
2025,상반기,사이버대학(대학),사립,,서울,기존,0000323,서울사이버대학교,10620,0,15803,10076,5727,148.8,94.9,2026-08-07T09:07:29.509Z
2024,하반기,대학교,공립,,서울,기존,0000040,서울시립대학교,6986,0,8299,7451,848,118.8,106.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,공립,,서울,기존,0000040,서울시립대학교,6996,0,8949,8036,913,127.9,114.9,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000125,서울신학대학교,1828,0,1747,1654,93,95.6,90.5,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000125,서울신학대학교,1848,0,1967,1856,111,106.4,100.4,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000126,서울여자대학교,6583,0,6509,5618,891,98.9,85.3,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000126,서울여자대학교,6563,0,7692,6551,1141,117.2,99.8,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000127,서울장신대학교,406,0,254,245,9,62.6,60.3,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000127,서울장신대학교,378,0,331,281,50,87.6,74.3,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000205,서울한영대학교,720,0,568,485,83,78.9,67.4,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000205,서울한영대학교,720,0,778,504,274,108.1,70,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,충북,기존,0000128,서원대학교,6488,0,6894,5592,1302,106.3,86.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,충북,기존,0000128,서원대학교,6488,0,7648,6092,1556,117.9,93.9,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,충남,기존,0000129,선문대학교,8241,0,7872,6788,1084,95.5,82.4,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,충남,기존,0000129,선문대학교,8241,0,8435,7283,1152,102.4,88.4,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000131,성결대학교,4912,0,4933,4629,304,100.4,94.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000131,성결대학교,4912,0,5241,4899,342,106.7,99.7,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000132,성공회대학교,2008,0,1990,1696,294,99.1,84.5,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000132,성공회대학교,2008,0,2234,1899,335,111.3,94.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000133,성균관대학교,13671,0,17274,12453,4821,126.4,91.1,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000133,성균관대학교,13793,0,19612,14280,5332,142.2,103.5,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000136,성신여자대학교,8759,0,8519,7596,923,97.3,86.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000136,성신여자대학교,8547,0,9404,8310,1094,110,97.2,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,충북,기존,0000137,세명대학교,6974,0,5505,5110,395,78.9,73.3,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,충북,기존,0000137,세명대학교,6526,0,5515,5134,381,84.5,78.7,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000138,세종대학교,9709,0,11862,8999,2863,122.2,92.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000138,세종대학교,9871,0,13171,10000,3171,133.4,101.3,2026-08-07T09:07:29.509Z
2024,하반기,사이버대학(대학),사립,,서울,기존,0000325,세종사이버대학교,6890,0,10120,5788,4332,146.9,84,2026-08-07T09:07:29.509Z
2025,상반기,사이버대학(대학),사립,,서울,기존,0000325,세종사이버대학교,6960,0,11464,6282,5182,164.7,90.3,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,전남,기존,0000092,세한대학교,3268,0,3162,2523,639,96.8,77.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,전남,기존,0000092,세한대학교,3268,0,3139,2663,476,96.1,81.5,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,광주,기존,0000243,송원대학교,2740,0,2408,2098,310,87.9,76.6,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,광주,기존,0000243,송원대학교,2670,0,2569,2291,278,96.2,85.8,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000139,수원가톨릭대학교,360,0,104,100,4,28.9,27.8,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000139,수원가톨릭대학교,360,0,96,95,1,26.7,26.4,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000140,수원대학교,8520,0,7658,7175,483,89.9,84.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000140,수원대학교,8520,0,8368,7842,526,98.2,92,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000141,숙명여자대학교,8690,0,9613,8138,1475,110.6,93.6,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000141,숙명여자대학교,8660,0,10134,8536,1598,117,98.6,2026-08-07T09:07:29.509Z
2024,하반기,각종학교(대학),사립,,충북,기존,0000317,순복음총회신학교,249,0,115,115,0,46.2,46.2,2026-08-07T09:07:29.509Z
2025,상반기,각종학교(대학),사립,,충북,기존,0000317,순복음총회신학교,238,0,137,137,0,57.6,57.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,충남,기존,0000142,순천향대학교,9634,0,10588,9118,1470,109.9,94.6,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,충남,기존,0000142,순천향대학교,9806,0,11080,9629,1451,113,98.2,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000143,숭실대학교,10805,2,13453,9953,3500,124.5,92.1,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000143,숭실대학교,10777,2,14738,11045,3693,136.8,102.5,2026-08-07T09:07:29.509Z
2024,하반기,사이버대학(대학),사립,,서울,기존,0000329,숭실사이버대학교,4900,0,7050,4230,2820,143.9,86.3,2026-08-07T09:07:29.509Z
2025,상반기,사이버대학(대학),사립,,서울,기존,0000329,숭실사이버대학교,4900,0,7536,4365,3171,153.8,89.1,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경북,기존,0000065,신경주대학교,3176,295,612,550,62,21.2,19.1,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경북,기존,0000065,신경주대학교,3304,317,1179,1101,78,39.5,36.9,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,부산,기존,0000144,신라대학교,7408,0,5981,5213,768,80.7,70.4,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,부산,기존,0000144,신라대학교,6865,0,6877,6016,861,100.2,87.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0002712,신한대학교,894,0,928,787,141,103.8,88,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0002712,신한대학교,648,0,693,570,123,106.9,88,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0002800,신한대학교_제2캠퍼스,4774,0,5219,4345,874,109.3,91,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0002800,신한대학교_제2캠퍼스,4972,0,5786,4802,984,116.4,96.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000145,아신대학교,515,0,239,228,11,46.4,44.3,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000145,아신대학교,420,0,236,227,9,56.2,54,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000146,아주대학교,7762,0,8738,6885,1853,112.6,88.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000146,아주대학교,7948,0,10194,8042,2152,128.3,101.2,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000147,안양대학교,3977,0,4053,3770,283,101.9,94.8,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000147,안양대학교,3954,0,4353,4052,301,110.1,102.5,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,인천,기존,0000148,안양대학교_제2캠퍼스,597,0,216,215,1,36.2,36,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,인천,기존,0000148,안양대학교_제2캠퍼스,580,0,300,299,1,51.7,51.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,강원,기존,0000150,연세대학교(미래)_분교,5552,0,6078,4923,1155,109.5,88.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,강원,기존,0000150,연세대학교(미래)_분교,5649,0,6931,5687,1244,122.7,100.7,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,서울,기존,0000149,연세대학교,14248,0,18428,13395,5033,129.3,94,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,서울,기존,0000149,연세대학교,14356,0,21005,15652,5353,146.3,109,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경북,기존,0000151,영남대학교,18571,0,18933,16801,2132,101.9,90.5,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경북,기존,0000151,영남대학교,18610,0,20623,18392,2231,110.8,98.8,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경북,기존,0000153,영남신학대학교,460,0,301,297,4,65.4,64.6,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경북,기존,0000153,영남신학대학교,460,0,371,367,4,80.7,79.8,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경남,기존,0003194,영산대학교(양산)_제2캠퍼스,2331,0,2312,2102,210,99.2,90.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경남,기존,0003194,영산대학교(양산)_제2캠퍼스,2370,0,2722,2471,251,114.9,104.3,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,부산,기존,0003193,영산대학교(해운대),3237,0,2919,2287,632,90.2,70.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,부산,기존,0003193,영산대학교(해운대),2992,0,2974,2292,682,99.4,76.6,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,전남,기존,0000155,영산선학대학교,200,0,20,19,1,10,9.5,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,전남,기존,0000155,영산선학대학교,200,0,23,21,2,11.5,10.5,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,전북,기존,0000228,예수대학교,469,0,451,423,28,96.2,90.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,전북,기존,0000228,예수대학교,460,0,480,446,34,104.3,97,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,전북,기존,0000218,예원예술대학교,656,0,582,455,127,88.7,69.4,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,전북,기존,0000218,예원예술대학교,516,0,537,434,103,104.1,84.1,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000219,예원예술대학교_제2캠퍼스,356,0,579,258,321,162.6,72.5,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000219,예원예술대학교_제2캠퍼스,452,0,699,377,322,154.6,83.4,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,경기,기존,0000156,용인대학교,5048,0,4989,4654,335,98.8,92.2,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,경기,기존,0000156,용인대학교,5048,0,5326,4954,372,105.5,98.1,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,전북,기존,0000157,우석대학교,6564,0,6280,4983,1297,95.7,75.9,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,전북,기존,0000157,우석대학교,6296,0,6629,5260,1369,105.3,83.5,2026-08-07T09:07:29.509Z
2024,하반기,산업대학,사립,,대전,폐교,0000281,우송대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2025,상반기,산업대학,사립,,대전,폐교,0000281,우송대학교(산업대),0,0,0,0,0,0,0,2026-08-07T09:07:29.509Z
2024,하반기,대학교,사립,,대전,기존,0000240,우송대학교,8016,0,9240,7041,2199,115.3,87.8,2026-08-07T09:07:29.509Z
2025,상반기,대학교,사립,,대전,기존,0000240,우송대학교,8005,0,9680,7459,2221,120.9,93.2,2026-08-07T09:07:29.509Z
2024,하반기,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,1600,0,1636,1403,233,102.3,87.7,2026-08-07T09:07:29.509Z
2025,상반기,대학교,특별법법인,,울산,기존,0000250,울산과학기술원,1600,0,1893,1614,279,118.3,100.9,2026-08-07T09:07:29.509Z
